pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,total_pitches_game,preferred_pitch,avg_preferred_ff_velocity,batter_name,bat_speed_pred,swing_length_pred,bat_speed_residual,swing_length_residual
CH,2024-09-14,90.9,-2.2,5.88,"Erceg, Lucas",665833,668674,,swinging_strike,,,,,13.0,Oneil Cruz called out on strikes.,R,L,R,PIT,KC,S,,,1,1,2024,-1.64,0.68,-0.57,1.56,,,,1,9,Bot,,,,,,,7.623397712812807,-132.12411090355982,-6.412807786465178,-20.791748414740216,27.813973110673988,-22.993403734704778,3.82,1.8,,,,91.4,2005.0,6.6,745448,666023,521692,686681,672580,677951,641658,664728,592669,53.88,,,,,,,,78,3,Changeup,1,5,1,5,5,1,1,5,Infield shade,Standard,239.0,0.0,-0.039,85.7,8.3,,0.039,,-4,-4,0.006,0.006,29,25,29,26,1,4,3.0,1.0,3.0,1.0,2.08,1.64,-1.64,39.5,16,FF,98.6,Oneil Cruz,79.91776955111291,8.249612624639639,5.782230448887091,0.050387375360362086
FF,2024-05-08,93.4,1.1,6.28,"Moore, Matt",665833,519043,field_out,hit_into_play,,,,,6.0,Oneil Cruz pops out to third baseman Cole Tucker.,R,L,L,PIT,LAA,X,5.0,popup,1,1,2024,0.78,1.39,0.57,3.01,,,,0,8,Bot,131.45,194.5,,,,,-3.0745003655330185,-135.89723378606416,-5.666480678643173,10.361672609744382,32.39529774082117,-13.993760973719638,3.86,1.8,12.0,98.8,84.0,92.8,2404.0,6.1,745507,681351,694384,501303,657061,687263,621493,607680,666176,54.36,0.011,0.013,0.0,1.0,0.0,0.0,3.0,64,3,4-Seam Fastball,4,5,4,5,5,4,4,5,Standard,Standard,140.0,-0.062,-0.218,79.5,7.8,0.016,0.218,98.8,-1,-1,0.297,0.297,35,25,35,26,1,3,3.0,2.0,2.0,2.0,1.25,0.78,0.78,39.4,21,FF,92.7,Oneil Cruz,79.42634643135662,6.6913166771669825,0.07365356864337969,1.1086833228330173
FF,2024-06-19,97.3,-2.12,5.85,"Greene, Hunter",665833,668881,,foul,,,,,2.0,Oneil Cruz lines out to third baseman Santiago Espinal.,R,L,R,PIT,CIN,S,,,0,0,2024,-0.72,1.25,0.21,3.89,,,668804.0,1,1,Bot,,,,,,,7.85115780807631,-141.49371911580516,-2.5797535347493885,-11.535440074997531,33.27026695003753,-15.02000460441432,3.88,1.8,221.0,82.0,62.0,96.8,2373.0,6.1,745489,571912,668715,663697,669289,682829,674441,656413,666181,54.4,,,,,,,,6,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,228.0,0.0,-0.047,79.5,7.3,,0.047,88.0,0,0,0.55,0.55,24,25,25,26,1,0,5.0,1.0,6.0,2.0,1.17,0.72,-0.72,28.4,106,FF,97.6,Oneil Cruz,69.67200158135694,5.793247606382915,9.827998418643062,1.5067523936170852
SL,2024-06-19,87.6,-2.22,5.72,"Greene, Hunter",665833,668881,,foul,,,,,6.0,Oneil Cruz lines out to third baseman Santiago Espinal.,R,L,R,PIT,CIN,S,,,1,1,2024,0.49,0.15,0.75,2.9,,,668804.0,1,1,Bot,,,,,,,6.171217484368959,-127.58822249004538,-1.0697404100099968,4.267123623349276,22.97449932944431,-30.53590088396327,3.88,1.8,390.0,102.5,36.0,88.2,2386.0,6.4,745489,571912,668715,663697,669289,682829,674441,656413,666181,54.15,,,,,,,,6,3,Slider,0,0,0,0,0,0,0,0,Infield shade,Standard,126.0,0.0,-0.069,82.4,8.5,,0.069,102.5,0,0,0.55,0.55,24,25,25,26,1,0,5.0,1.0,6.0,2.0,2.79,-0.49,0.49,29.0,106,FF,97.6,Oneil Cruz,77.06164480734887,7.241289547786107,5.338355192651136,1.2587104522138928
FF,2024-06-19,97.9,-2.43,5.79,"Greene, Hunter",665833,668881,field_out,hit_into_play,,,,,1.0,Oneil Cruz lines out to third baseman Santiago Espinal.,R,L,R,PIT,CIN,X,5.0,line_drive,1,2,2024,-0.98,1.07,-0.29,3.68,,,668804.0,1,1,Bot,99.08,150.57,,,,,7.998995078176605,-142.40214307374004,-2.705355528583596,-15.031968114149995,29.702695534245088,-17.18393903490346,3.88,1.8,143.0,79.7,9.0,98.1,2367.0,6.2,745489,571912,668715,663697,669289,682829,674441,656413,666181,54.27,0.386,0.365,0.0,1.0,0.0,0.0,4.0,6,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,225.0,-0.028,-0.219,70.5,6.2,0.448,0.219,88.0,0,0,0.55,0.55,24,25,25,26,1,0,5.0,1.0,6.0,2.0,1.3,0.98,-0.98,25.7,106,FF,97.6,Oneil Cruz,72.5271182914415,6.146418232179178,-2.0271182914414965,0.05358176782082236
SL,2024-06-19,88.0,-1.97,5.73,"Greene, Hunter",665833,668881,,foul,,,,,6.0,Oneil Cruz strikes out swinging.,R,L,R,PIT,CIN,S,,,1,1,2024,0.78,0.27,0.56,2.65,,,,2,3,Bot,,,,,,,4.509845573741089,-128.12316189912477,-1.9219395037953952,7.636505076826064,26.993323118402035,-29.000600901728006,3.88,1.8,96.0,65.8,78.0,87.8,2445.0,6.2,745489,571912,668715,663697,669289,682829,674441,656413,666181,54.31,,,,,,,,22,3,Slider,0,0,0,0,0,0,0,0,Infield shade,Standard,123.0,0.0,-0.025,81.6,8.0,,0.025,88.0,0,0,0.512,0.512,24,25,25,26,2,1,5.0,1.0,6.0,2.0,2.67,-0.78,0.78,25.6,106,FF,97.6,Oneil Cruz,79.04454619210433,7.431586822507307,2.5554538078956597,0.568413177492693
FS,2024-06-19,87.6,-1.84,5.97,"Greene, Hunter",665833,668881,,foul,,,,,13.0,Oneil Cruz strikes out swinging.,R,L,R,PIT,CIN,S,,,2,2,2024,-0.88,0.2,-1.13,2.8,,,,2,3,Bot,,,,,,,3.5659459819007253,-127.60465417550364,-1.967805662822813,-10.335634835362397,25.172658805982845,-29.84503211263513,3.88,1.8,230.0,94.7,11.0,88.3,1071.0,6.6,745489,571912,668715,663697,669289,682829,674441,656413,666181,53.9,,,,,,,,22,5,Split-Finger,0,0,0,0,0,0,0,0,Strategic,Standard,221.0,0.0,0.0,70.2,6.8,,0.0,94.7,0,0,0.512,0.512,24,25,25,26,2,1,5.0,1.0,6.0,2.0,2.76,0.88,-0.88,36.9,106,FF,97.6,Oneil Cruz,75.32345413786726,7.872267418173023,-5.123454137867256,-1.0722674181730234
SL,2024-06-19,87.3,-2.23,5.63,"Greene, Hunter",665833,668881,strikeout,swinging_strike,,,,,14.0,Oneil Cruz strikes out swinging.,R,L,R,PIT,CIN,S,2.0,,3,2,2024,0.58,0.26,0.36,1.22,,,,2,3,Bot,,,,,,,5.054630938389393,-127.1048014720148,-5.03592111974569,5.269805873222479,25.48803376575902,-28.5700696500081,3.88,1.8,,,,87.7,2361.0,6.5,745489,571912,668715,663697,669289,682829,674441,656413,666181,54.03,,0.0,0.0,1.0,0.0,0.0,,22,7,Slider,0,0,0,0,0,0,0,0,Strategic,Standard,112.0,-0.012,-0.125,77.4,9.3,,0.125,,0,0,0.512,0.512,24,25,25,26,2,1,5.0,1.0,6.0,2.0,2.73,-0.58,0.58,25.4,106,FF,97.6,Oneil Cruz,76.26570726063701,8.475878680985044,1.1342927393629907,0.8241213190149566
FF,2024-06-19,99.7,-1.94,5.84,"Greene, Hunter",665833,668881,,foul_tip,,,,,5.0,Oneil Cruz flies out to left fielder Jacob Hurtubise.,R,L,R,PIT,CIN,S,,,0,0,2024,-0.77,1.24,-0.25,2.51,,,,2,6,Bot,,,,,,,6.491826486485672,-145.0155435132742,-6.726274998775092,-12.3711191814434,33.08393877469511,-13.292017736001718,3.88,1.8,,,,100.4,2400.0,6.6,745489,571912,668715,663697,669289,682829,674441,656413,666181,53.88,,,,,,,,42,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,220.0,0.0,-0.016,85.7,7.9,,0.016,,0,0,0.517,0.517,24,25,25,26,3,2,5.0,1.0,6.0,2.0,1.05,0.77,-0.77,29.6,106,FF,97.6,Oneil Cruz,80.07264951627181,7.308431243633262,5.627350483728193,0.5915687563667387
SL,2024-06-19,88.5,-1.96,5.77,"Greene, Hunter",665833,668881,,swinging_strike,,,,,14.0,Oneil Cruz flies out to left fielder Jacob Hurtubise.,R,L,R,PIT,CIN,S,,,0,1,2024,0.76,-0.07,1.03,1.26,,,,2,6,Bot,,,,,,,5.7277294580211695,-128.74883160259287,-4.799712205700928,7.338993555179688,26.185039049299917,-32.220305017973764,3.88,1.8,,,,88.8,2445.0,6.5,745489,571912,668715,663697,669289,682829,674441,656413,666181,54.03,,,,,,,,42,2,Slider,0,0,0,0,0,0,0,0,Infield shade,Standard,111.0,0.0,-0.022,84.9,8.6,,0.022,,0,0,0.517,0.517,24,25,25,26,3,2,5.0,1.0,6.0,2.0,2.98,-0.76,0.76,29.9,106,FF,97.6,Oneil Cruz,70.87192586008592,8.181246777928639,14.028074139914082,0.418753222071361
FF,2024-06-19,100.4,-2.02,5.86,"Greene, Hunter",665833,668881,,foul,,,,,6.0,Oneil Cruz flies out to left fielder Jacob Hurtubise.,R,L,R,PIT,CIN,S,,,1,2,2024,-0.76,1.19,0.32,3.2,,,,2,6,Bot,,,,,,,8.332152897929278,-145.92789614362067,-4.853784136739387,-12.76166849350152,32.94150379599884,-14.164602791446384,3.88,1.8,189.0,71.1,51.0,101.1,2360.0,6.7,745489,571912,668715,663697,669289,682829,674441,656413,666181,53.83,,,,,,,,42,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,223.0,0.0,0.0,75.6,6.5,,0.0,88.0,0,0,0.517,0.517,24,25,25,26,3,2,5.0,1.0,6.0,2.0,1.07,0.76,-0.76,29.3,106,FF,97.6,Oneil Cruz,76.24915777403812,6.180450130658287,-0.6491577740381302,0.3195498693417127
SL,2024-06-19,86.9,-1.93,5.72,"Greene, Hunter",665833,668881,,foul,,,,,9.0,Oneil Cruz flies out to left fielder Jacob Hurtubise.,R,L,R,PIT,CIN,S,,,2,2,2024,0.74,0.3,0.31,2.08,,,,2,6,Bot,,,,,,,3.8602365352287538,-126.51940734762114,-3.193301315641841,7.200368325246725,25.405025437241033,-28.52656774767083,3.88,1.8,11.0,84.5,-11.0,87.5,2351.0,6.6,745489,571912,668715,663697,669289,682829,674441,656413,666181,53.91,,,,,,,,42,6,Slider,0,0,0,0,0,0,0,0,Strategic,Standard,99.0,0.0,0.0,80.8,8.2,,0.0,88.0,0,0,0.517,0.517,24,25,25,26,3,2,5.0,1.0,6.0,2.0,2.71,-0.74,0.74,31.2,106,FF,97.6,Oneil Cruz,80.35738646449653,8.037720267656518,0.4426135355034688,0.1622797323434817
FF,2024-06-19,100.0,-2.25,5.71,"Greene, Hunter",665833,668881,,foul,,,,,7.0,Oneil Cruz flies out to left fielder Jacob Hurtubise.,R,L,R,PIT,CIN,S,,,2,2,2024,-0.87,1.07,-0.74,2.45,,,,2,6,Bot,,,,,,,6.279878357154232,-145.47271560922826,-6.162370953620526,-13.90260815666627,34.55868514953197,-15.73703465655478,3.88,1.8,200.0,74.6,56.0,100.7,2188.0,6.7,745489,571912,668715,663697,669289,682829,674441,656413,666181,53.77,,,,,,,,42,7,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,224.0,0.0,0.0,78.1,7.5,,0.0,88.0,0,0,0.517,0.517,24,25,25,26,3,2,5.0,1.0,6.0,2.0,1.21,0.87,-0.87,29.3,106,FF,97.6,Oneil Cruz,79.2404419461745,7.493311038548831,-1.140441946174505,0.006688961451168929
FF,2024-06-19,99.5,-2.27,5.75,"Greene, Hunter",665833,668881,,foul,,,,,4.0,Oneil Cruz flies out to left fielder Jacob Hurtubise.,R,L,R,PIT,CIN,S,,,2,2,2024,-0.89,1.39,-0.74,3.17,,,,2,6,Bot,,,,,,,6.329033529099518,-144.601438725515,-4.859123129409551,-14.02825212629489,37.96957430051573,-11.86286071436814,3.88,1.8,218.0,77.9,23.0,99.3,2515.0,6.5,745489,571912,668715,663697,669289,682829,674441,656413,666181,53.95,,,,,,,,42,8,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,224.0,0.0,0.0,75.8,7.3,,0.0,88.0,0,0,0.517,0.517,24,25,25,26,3,2,5.0,1.0,6.0,2.0,0.95,0.89,-0.89,26.1,106,FF,97.6,Oneil Cruz,75.20048913088733,6.789332909347701,0.5995108691126632,0.5106670906522988
FS,2024-06-19,86.9,-1.59,6.14,"Greene, Hunter",665833,668881,field_out,hit_into_play,,,,,11.0,Oneil Cruz flies out to left fielder Jacob Hurtubise.,R,L,R,PIT,CIN,X,7.0,fly_ball,2,2,2024,-0.43,0.51,-0.99,2.93,,,,2,6,Bot,64.79,91.47,,,,,2.3194694146138004,-126.51349058236696,-2.53905690676163,-5.092496936266346,26.56240309459192,-26.36438901183927,3.88,1.8,286.0,85.1,35.0,87.0,1174.0,6.4,745489,571912,668715,663697,669289,682829,674441,656413,666181,54.12,0.02,0.025,0.0,1.0,0.0,0.0,3.0,42,9,Split-Finger,0,0,0,0,0,0,0,0,Strategic,Standard,214.0,-0.017,-0.084,67.9,7.3,0.041,0.084,88.0,0,0,0.517,0.517,24,25,25,26,3,2,5.0,1.0,6.0,2.0,2.51,0.43,-0.43,40.3,106,FF,97.6,Oneil Cruz,75.26109629791898,7.644862141114743,-7.3610962979189765,-0.344862141114743
FF,2024-06-25,98.6,-1.95,6.06,"Greene, Hunter",665833,668881,field_out,hit_into_play,,,,,4.0,Oneil Cruz flies out to left fielder Will Benson.,R,L,R,CIN,PIT,X,7.0,fly_ball,1,2,2024,-0.69,1.34,-0.66,3.14,,,,0,1,Top,75.29,98.61,,,,,5.082630975982155,-143.41692477917707,-5.583851772217487,-10.7540517302868,32.553899189541156,-12.606050640299877,3.87,1.79,279.0,95.3,53.0,98.4,2495.0,6.1,746697,663886,668715,663697,669289,682829,666181,656413,641584,54.36,0.006,0.006,0.0,1.0,0.0,0.0,3.0,3,4,4-Seam Fastball,0,2,2,0,2,0,2,0,Strategic,Standard,219.0,0.017,-0.167,79.6,7.4,0.009,0.167,95.3,-2,2,0.306,0.694,24,25,25,26,1,0,6.0,1.0,5.0,1.0,1.01,0.69,-0.69,29.1,93,FF,97.6,Oneil Cruz,75.03182770725259,6.692575086277199,4.5681722927474055,0.707424913722801
SL,2024-06-25,87.2,-2.25,5.78,"Greene, Hunter",665833,668881,,swinging_strike,,,,,14.0,Oneil Cruz singles on a line drive to left fielder Will Benson.   Bryan Reynolds to 2nd.,R,L,R,CIN,PIT,S,,,0,0,2024,0.59,0.26,1.01,1.99,,,668804.0,0,3,Top,,,,,,,6.642553806211248,-127.0249680000037,-3.590040493711114,5.272390411674653,22.03979787665641,-28.82536901451801,3.87,1.79,,,,87.7,2415.0,6.2,746697,663886,668715,663697,669289,682829,666181,656413,641584,54.32,,,,,,,,19,1,Slider,0,3,3,0,3,0,3,0,Infield shade,Standard,110.0,0.0,-0.063,84.5,9.6,,0.063,,-3,3,0.175,0.825,24,25,25,26,2,1,6.0,1.0,5.0,1.0,2.69,-0.59,0.59,25.0,93,FF,97.6,Oneil Cruz,74.81259223442363,7.8308109485469695,9.687407765576367,1.7691890514530302
FS,2024-06-25,88.5,-1.9,5.94,"Greene, Hunter",665833,668881,,foul,,,,,14.0,Oneil Cruz singles on a line drive to left fielder Will Benson.   Bryan Reynolds to 2nd.,R,L,R,CIN,PIT,S,,,0,1,2024,-0.68,0.13,0.09,1.66,,,668804.0,0,3,Top,,,,,,,6.323844425069356,-128.89035082779736,-4.771732207264569,-8.70515797410431,21.602968541889492,-30.097405058393647,3.87,1.79,3.0,95.8,-27.0,89.8,1121.0,6.6,746697,663886,668715,663697,669289,682829,666181,656413,641584,53.89,,,,,,,,19,2,Split-Finger,0,3,3,0,3,0,3,0,Infield shade,Standard,226.0,0.0,-0.073,82.8,8.5,,0.073,95.8,-3,3,0.175,0.825,24,25,25,26,2,1,6.0,1.0,5.0,1.0,2.73,0.68,-0.68,33.9,93,FF,97.6,Oneil Cruz,80.197642435048,8.237456268531938,2.602357564952001,0.2625437314680621
SL,2024-06-25,87.0,-2.25,5.79,"Greene, Hunter",665833,668881,,foul,,,,,8.0,Oneil Cruz singles on a line drive to left fielder Will Benson.   Bryan Reynolds to 2nd.,R,L,R,CIN,PIT,S,,,0,2,2024,0.71,0.15,-0.06,2.05,,,668804.0,0,3,Top,,,,,,,3.805360092711624,-126.71608359285987,-3.187784618582254,7.07233184778766,23.0937573423842,-30.178771942146724,3.87,1.79,184.0,70.7,22.0,87.3,2433.0,6.2,746697,663886,668715,663697,669289,682829,666181,656413,641584,54.3,,,,,,,,19,3,Slider,0,3,3,0,3,0,3,0,Strategic,Standard,127.0,0.0,0.0,74.4,8.5,,0.0,88.0,-3,3,0.175,0.825,24,25,25,26,2,1,6.0,1.0,5.0,1.0,2.83,-0.71,0.71,26.4,93,FF,97.6,Oneil Cruz,79.89016339248717,8.16391655035291,-5.490163392487162,0.3360834496470897
FF,2024-06-25,99.0,-2.14,5.88,"Greene, Hunter",665833,668881,single,hit_into_play,,,,,12.0,Oneil Cruz singles on a line drive to left fielder Will Benson.   Bryan Reynolds to 2nd.,R,L,R,CIN,PIT,X,7.0,line_drive,0,2,2024,-0.56,1.36,0.86,3.05,,,668804.0,0,3,Top,95.9,105.82,,,,,9.506605614184872,-143.79032077449847,-5.444181804924369,-10.085882134780205,34.520415836588114,-12.153633730434796,3.87,1.79,195.0,81.4,16.0,99.0,2384.0,6.5,746697,663886,668715,663697,669289,682829,666181,656413,641584,54.02,0.957,0.902,0.9,1.0,1.0,0.0,4.0,19,4,4-Seam Fastball,0,3,3,0,3,0,3,0,Strategic,Standard,227.0,-0.028,0.81,69.3,5.8,1.077,-0.81,88.0,-3,3,0.175,0.825,24,25,25,26,2,1,6.0,1.0,5.0,1.0,0.98,0.56,-0.56,28.9,93,FF,97.6,Oneil Cruz,74.22198407562318,6.44001904079698,-4.921984075623186,-0.6400190407969806
SL,2024-06-25,87.4,-2.03,5.79,"Greene, Hunter",665833,668881,,swinging_strike,,,,,14.0,Oneil Cruz strikes out swinging.,R,L,R,CIN,PIT,S,,,2,1,2024,0.61,0.12,0.45,1.56,,,,2,4,Top,,,,,,,4.732590056145926,-127.29411095904054,-4.392450357113134,5.9012007153940615,22.82588728814157,-30.236309939129423,3.87,1.79,,,,88.1,2377.0,6.4,746697,663886,668715,663697,669289,682829,666181,656413,641584,54.1,,,,,,,,34,4,Slider,0,6,6,0,6,0,6,0,Infield shade,Standard,116.0,0.0,-0.032,83.5,9.1,,0.032,,-6,6,0.049,0.951,24,25,25,26,3,2,6.0,1.0,5.0,1.0,2.83,-0.61,0.61,29.2,93,FF,97.6,Oneil Cruz,78.85086086970776,8.257106164175829,4.649139130292241,0.8428938358241709
FF,2024-06-25,98.1,-1.77,6.23,"Greene, Hunter",665833,668881,,foul,,,,,11.0,Oneil Cruz strikes out swinging.,R,L,R,CIN,PIT,S,,,2,2,2024,-0.87,1.17,-0.39,4.05,,,,2,4,Top,,,,,,,5.765620047547841,-142.82006382164994,-3.136745430541467,-13.284873782299718,33.40869787504824,-15.667255718064066,3.87,1.79,307.0,94.5,45.0,98.5,2348.0,6.5,746697,663886,668715,663697,669289,682829,666181,656413,641584,53.99,,,,,,,,34,5,4-Seam Fastball,0,6,6,0,6,0,6,0,Infield shade,Standard,214.0,0.0,0.0,71.5,6.3,,0.0,94.5,-6,6,0.049,0.951,24,25,25,26,3,2,6.0,1.0,5.0,1.0,1.2,0.87,-0.87,38.1,93,FF,97.6,Oneil Cruz,63.46633638673664,5.5498250516392895,8.033663613263357,0.7501749483607103
SL,2024-06-25,88.0,-2.08,5.69,"Greene, Hunter",665833,668881,strikeout,swinging_strike,,,,,5.0,Oneil Cruz strikes out swinging.,R,L,R,CIN,PIT,S,2.0,,2,2,2024,0.44,0.23,-0.01,2.68,,,,2,4,Top,,,,,,,4.116166623723111,-128.18585915821268,-1.7795420401278794,4.1262863731237465,23.126571220528625,-29.42299934384097,3.87,1.79,,,,88.6,2175.0,6.3,746697,663886,668715,663697,669289,682829,666181,656413,641584,54.18,,0.0,0.0,1.0,0.0,0.0,,34,6,Slider,0,6,6,0,6,0,6,0,Strategic,Standard,134.0,0.002,-0.084,75.5,8.5,,0.084,,-6,6,0.049,0.951,24,25,25,26,3,2,6.0,1.0,5.0,1.0,2.67,-0.44,0.44,25.5,93,FF,97.6,Oneil Cruz,79.0570180882698,7.621180874947497,-3.5570180882697997,0.8788191250525026
FF,2024-09-22,95.3,-2.1,5.9,"Greene, Hunter",665833,668881,home_run,hit_into_play,,,,,1.0,Oneil Cruz homers (21) on a fly ball to center field.,R,L,R,CIN,PIT,X,,fly_ball,2,1,2024,-0.57,1.37,-0.6,3.43,,,,1,1,Top,166.11,24.4,,,,,5.243466928545371,-138.62252388988958,-3.8726936743606544,-8.618511465121621,34.22471452197272,-13.950517779548733,3.82,1.78,442.0,106.9,27.0,95.0,2282.0,6.4,746657,663886,664034,663697,669289,682829,666181,670770,641584,54.14,0.963,2.0,2.0,1.0,0.0,3.0,6.0,2,4,4-Seam Fastball,0,0,0,0,1,0,1,0,Infield shade,Standard,220.0,-0.103,0.971,82.1,7.2,3.766,-0.971,106.9,0,0,0.522,0.478,24,25,25,26,1,0,40.0,1.0,7.0,2.0,1.17,0.57,-0.57,25.7,45,FF,97.6,Oneil Cruz,77.13740093756218,6.514091884524127,4.962599062437818,0.6859081154758728
SL,2024-09-22,87.5,-2.11,5.85,"Greene, Hunter",665833,668881,,swinging_strike,,,,,14.0,Oneil Cruz walks.,R,L,R,CIN,PIT,S,,,0,0,2024,0.56,0.16,0.9,0.51,,,,2,3,Top,,,,,,,6.119281831633096,-127.32668793751029,-7.151721884174824,5.131153183247345,22.254359247964768,-29.36396431361953,3.82,1.78,,,,88.2,2447.0,6.4,746657,663886,664034,663697,669289,682829,666181,670770,641584,54.12,,,,,,,,19,1,Slider,0,1,1,0,1,0,1,0,Strategic,Standard,137.0,0.0,-0.016,63.8,8.6,,0.016,,-1,1,0.42,0.58,24,25,25,26,2,1,40.0,1.0,7.0,2.0,2.79,-0.56,0.56,28.3,45,FF,97.6,Oneil Cruz,67.2043116778221,8.539030751902189,-3.4043116778221076,0.06096924809781079
CU,2024-05-25,76.8,-1.67,5.96,"López, Reynaldo",665833,625643,field_out,hit_into_play,,,,,8.0,Oneil Cruz flies out to right fielder Ronald Acuña Jr.,R,L,R,PIT,ATL,X,9.0,fly_ball,2,2,2024,0.85,-0.65,0.21,1.74,,,656582.0,2,1,Bot,181.72,86.04,,,,,2.423356413487741,-111.81424670073817,-0.7781849164286804,6.71535925423182,20.585315001020515,-37.676722180350666,3.88,1.77,310.0,84.6,30.0,76.6,2501.0,6.2,745493,644433,621566,645277,670097,606115,672284,671739,660670,54.31,0.034,0.039,0.0,1.0,0.0,0.0,3.0,8,5,Curveball,0,0,0,0,0,0,0,0,Infield shade,Standard,54.0,-0.022,-0.197,74.8,8.4,0.066,0.197,88.0,0,0,0.522,0.522,30,25,30,26,1,0,5.0,1.0,6.0,4.0,4.51,-0.85,0.85,52.9,70,FF,95.5,Oneil Cruz,75.7530744852162,8.129794639878975,-0.9530744852162059,0.27020536012102525
SL,2024-05-25,84.3,-1.98,5.62,"López, Reynaldo",665833,625643,,swinging_strike,,,,,14.0,Oneil Cruz walks.,R,L,R,PIT,ATL,S,,,0,0,2024,0.46,0.12,0.37,1.22,,,,0,4,Bot,,,,,,,4.568468598596413,-122.77776385847258,-4.244092216317227,3.9684964385141384,20.646657781979087,-30.398735122773115,3.88,1.77,,,,85.6,2347.0,6.7,745493,644433,621566,645277,670097,606115,672284,671739,660670,53.76,,,,,,,,30,1,Slider,1,1,1,1,1,1,1,1,Infield shade,Standard,135.0,0.0,-0.033,82.5,8.9,,0.033,,0,0,0.559,0.559,30,25,30,26,2,1,5.0,1.0,6.0,4.0,3.04,-0.46,0.46,39.8,70,FF,95.5,Oneil Cruz,76.19225615567015,8.383478590635141,6.307743844329849,0.5165214093648594
FF,2024-07-04,94.0,-2.0,5.98,"Pallante, Andre",665833,669467,,foul,,,,,2.0,Oneil Cruz singles on a ground ball to right fielder Alec Burleson.,R,L,R,PIT,STL,S,,,2,0,2024,0.17,1.06,-0.28,3.41,,,,2,1,Bot,,,,,,,4.132027780935414,-136.9770901808293,-3.408231965793627,1.3380269319615812,27.085234410482222,-18.179957164085575,3.8,1.8,255.0,81.8,33.0,95.2,2228.0,6.7,745484,686780,502671,665877,571448,691026,680977,666185,676475,53.83,,,,,,,,6,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,194.0,0.0,-0.023,72.6,5.7,,0.023,88.0,0,0,0.51,0.51,25,25,26,26,1,0,6.0,1.0,6.0,1.0,1.49,-0.17,0.17,58.4,90,FF,94.5,Oneil Cruz,77.3030303992796,6.434021573483741,-4.703030399279612,-0.7340215734837408
KC,2024-07-04,80.0,-1.73,5.96,"Pallante, Andre",665833,669467,single,hit_into_play,,,,,9.0,Oneil Cruz singles on a ground ball to right fielder Alec Burleson.,R,L,R,PIT,STL,X,9.0,ground_ball,2,2,2024,0.6,-1.24,0.32,1.69,,,,2,1,Bot,191.45,114.5,,,,,3.4142711952921285,-116.44726996262344,-0.3638489817165844,4.865617555493388,21.61155119192703,-43.59906198698607,3.8,1.8,89.0,107.3,4.0,80.7,2789.0,6.7,745484,686780,502671,665877,571448,691026,680977,666185,676475,53.75,0.626,0.605,0.9,1.0,1.0,0.0,4.0,6,5,Knuckle Curve,0,0,0,0,0,0,0,0,Infield shade,Standard,23.0,0.012,0.142,78.6,7.7,0.729,-0.142,107.3,0,0,0.51,0.51,25,25,26,26,1,0,6.0,1.0,6.0,1.0,4.79,-0.6,0.6,60.5,90,FF,94.5,Oneil Cruz,77.83225115111597,8.38882736856073,0.7677488488840254,-0.6888273685607293
