pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,total_pitches_game,preferred_pitch,avg_preferred_ff_velocity,batter_name,bat_speed_pred,swing_length_pred,bat_speed_residual,swing_length_residual
SI,2024-08-26,91.6,-0.88,6.1,"Taillon, Jameson",665833,592791,field_out,hit_into_play,,,,,6.0,"Oneil Cruz grounds out, second baseman Nico Hoerner to first baseman Michael Busch.",R,L,R,PIT,CHC,X,4.0,ground_ball,2,2,2024,-0.97,1.08,0.43,3.18,,,,1,6,Bot,144.18,149.65,,,,,5.44217506149811,-133.36685445666316,-3.910262452942747,-12.695092835115537,26.729457918043376,-18.646024545234063,3.84,1.79,39.0,103.3,-2.0,92.5,2250.0,6.6,745458,665804,683737,663538,670623,621020,664023,691718,641355,53.87,0.434,0.395,0.0,1.0,0.0,0.0,4.0,56,5,Sinker,2,11,2,11,11,2,2,11,Infield shade,Standard,205.0,-0.001,-0.142,76.4,6.5,0.47,0.142,103.3,-9,-9,0.003,0.003,32,25,33,26,3,2,5.0,1.0,7.0,1.0,1.62,0.97,-0.97,44.1,90,FF,92.3,Oneil Cruz,78.32629224616502,6.460609104443392,-1.9262922461650192,0.039390895556607575
FF,2024-05-23,97.2,0.97,6.4,"Miller, Erik",665833,669062,,swinging_strike,,,,,11.0,Oneil Cruz strikes out swinging.,R,L,L,PIT,SF,S,,,0,1,2024,0.49,1.24,-0.61,3.96,,,,2,1,Bot,,,,,,,-5.376332656234728,-141.53880643213202,-3.89458195046314,7.727309296275796,31.294551393935393,-14.759006884281364,3.81,1.78,,,,97.9,2336.0,6.5,745500,592200,664774,642731,656305,689172,671218,682641,573262,53.95,,,,,,,,7,2,4-Seam Fastball,1,0,1,0,0,1,1,0,Infield shade,Standard,141.0,0.0,-0.022,36.8,5.2,,0.022,,1,1,0.617,0.617,26,25,26,26,1,0,2.0,1.0,4.0,1.0,1.16,0.49,0.49,45.3,27,FF,96.8,Oneil Cruz,65.54847500759203,5.780092970136168,-28.748475007592035,-0.5800929701361675
FF,2024-05-23,98.0,0.88,6.4,"Miller, Erik",665833,669062,strikeout,swinging_strike,,,,,4.0,Oneil Cruz strikes out swinging.,R,L,L,PIT,SF,S,2.0,,1,2,2024,0.62,1.35,-0.44,2.58,,,,2,1,Bot,,,,,,,-5.005549581928966,-142.48712509337923,-7.9983312334459375,9.6401711436741,32.19399640146698,-12.109044770983964,3.81,1.78,,,,98.3,2362.0,6.5,745500,592200,664774,642731,656305,689172,671218,682641,573262,54.01,,0.0,0.0,1.0,0.0,0.0,,7,4,4-Seam Fastball,1,0,1,0,0,1,1,0,Strategic,Standard,145.0,-0.009,-0.069,77.9,7.0,,0.069,,1,1,0.617,0.617,26,25,26,26,1,0,2.0,1.0,4.0,1.0,1.02,0.62,0.62,43.7,27,FF,96.8,Oneil Cruz,78.02520830899654,7.207245611727868,-0.1252083089965339,-0.20724561172786782
SL,2024-06-13,87.7,0.71,6.34,"Liberatore, Matthew",665833,669461,,swinging_strike,,,,,7.0,Oneil Cruz flies out to center fielder Michael Siani.,R,L,L,STL,PIT,S,,,1,0,2024,-0.26,-0.02,-0.57,1.72,,,572191.0,2,7,Top,,,,,,,-2.5661502631984376,-127.75997428615204,-5.082019501979473,-2.41124996492983,23.394593627995285,-31.69127699799293,3.87,1.81,,,,88.2,2787.0,6.3,745168,686780,502671,669357,680977,691026,666185,672279,676475,54.2,,,,,,,,58,2,Slider,4,3,3,4,3,4,3,4,Standard,Standard,308.0,0.0,-0.04,78.8,8.9,,0.04,,1,-1,0.749,0.251,24,25,25,26,1,3,4.0,1.0,2.0,3.0,2.95,-0.26,-0.26,42.7,11,FF,94.7,Oneil Cruz,79.41984722950771,8.49609103282398,-0.6198472295077124,0.40390896717602054
FF,2024-06-13,96.0,0.47,6.37,"Liberatore, Matthew",665833,669461,field_out,hit_into_play,,,,,6.0,Oneil Cruz flies out to center fielder Michael Siani.,R,L,L,STL,PIT,X,8.0,fly_ball,1,1,2024,0.88,1.35,0.5,3.17,,,572191.0,2,7,Top,103.95,65.8,,,,,-1.925525176485716,-139.6792304697234,-5.904402452477791,11.979548366908189,32.04973502036673,-13.4111842619826,3.87,1.81,335.0,92.7,28.0,96.0,2181.0,6.4,745168,686780,502671,669357,680977,691026,666185,672279,676475,54.14,0.151,0.222,0.0,1.0,0.0,0.0,3.0,58,3,4-Seam Fastball,4,3,3,4,3,4,3,4,Standard,Standard,157.0,0.045,-0.216,76.4,6.5,0.383,0.216,92.7,1,-1,0.749,0.251,24,25,25,26,1,3,4.0,1.0,2.0,3.0,1.13,0.88,0.88,46.9,11,FF,94.7,Oneil Cruz,78.13112822236437,6.329186169073478,-1.7311282223643616,0.17081383092652214
FF,2024-07-03,95.7,0.77,6.43,"Liberatore, Matthew",665833,669461,double,hit_into_play,,,,,2.0,Oneil Cruz doubles (16) on a sharp line drive to left fielder Brendan Donovan.,R,L,L,PIT,STL,X,7.0,line_drive,2,1,2024,0.33,1.35,-0.09,3.2,,,,1,8,Bot,40.08,76.24,,,,,-3.032045549693714,-139.32974287718406,-5.96971846537951,5.0115252924341505,30.32934092030977,-13.491778016706563,3.81,1.8,369.0,107.9,21.0,96.0,2097.0,6.3,745487,575929,502671,669357,571448,691026,680977,672279,676475,54.15,0.863,1.434,1.25,1.0,1.0,1.0,6.0,63,4,4-Seam Fastball,3,3,3,3,3,3,3,3,Standard,Standard,146.0,0.094,0.386,73.8,6.2,2.604,-0.386,107.9,0,0,0.559,0.559,24,25,25,26,1,3,7.0,1.0,2.0,1.0,1.13,0.33,0.33,45.4,20,FF,94.7,Oneil Cruz,77.58433993327522,6.507175559654048,-3.78433993327522,-0.3071755596540475
FF,2024-07-24,95.6,0.38,6.47,"Liberatore, Matthew",665833,669461,field_out,hit_into_play,,,,,5.0,Oneil Cruz pops out to second baseman Brendan Donovan.,R,L,L,PIT,STL,X,4.0,popup,0,0,2024,0.57,1.35,0.23,3.04,,,656582.0,2,1,Bot,140.54,155.11,,,,,-1.6881898987236106,-139.18355501067614,-6.4725453839017115,7.816276712300537,30.8232545108054,-13.43891287710614,3.86,1.8,121.0,84.8,68.0,95.7,2121.0,6.3,745472,686780,502671,680977,571448,691026,663457,666185,676475,54.19,0.009,0.008,0.0,1.0,0.0,0.0,3.0,8,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,151.0,-0.022,-0.228,84.0,7.6,0.013,0.228,88.0,0,0,0.522,0.522,24,25,25,26,1,0,10.0,1.0,3.0,2.0,1.14,0.57,0.57,45.7,69,FF,94.7,Oneil Cruz,79.89657531083054,6.7419062086174275,4.103424689169458,0.8580937913825721
FF,2024-07-24,93.1,0.36,6.52,"Liberatore, Matthew",665833,669461,,foul,,,,,2.0,"Oneil Cruz grounds out, second baseman Brendan Donovan to first baseman Paul Goldschmidt.",R,L,L,PIT,STL,S,,,0,2,2024,0.39,1.46,-0.03,3.95,457705.0,656582.0,,2,2,Bot,,,,,,,-1.87763942133934,-135.5839548910147,-4.024931733562459,5.240496553609763,29.427137648291712,-13.45437765589868,3.86,1.8,229.0,73.4,31.0,93.0,2203.0,6.2,745472,686780,502671,680977,571448,691026,663457,666185,676475,54.31,,,,,,,,22,3,4-Seam Fastball,4,0,4,0,0,4,4,0,Standard,Standard,156.0,0.0,0.0,43.7,5.2,,0.0,88.0,4,4,0.889,0.889,24,25,25,26,2,1,10.0,1.0,3.0,2.0,1.16,0.39,0.39,47.6,69,FF,94.7,Oneil Cruz,69.03629032232111,5.911683109867941,-25.336290322321105,-0.7116831098679413
SL,2024-07-24,86.8,0.54,6.39,"Liberatore, Matthew",665833,669461,field_out,hit_into_play,,,,,4.0,"Oneil Cruz grounds out, second baseman Brendan Donovan to first baseman Paul Goldschmidt.",R,L,L,PIT,STL,X,4.0,ground_ball,0,2,2024,-0.33,0.51,-0.42,2.93,457705.0,656582.0,,2,2,Bot,147.81,152.68,,,,,-1.634290392286,-126.50691816238044,-3.2463479043766483,-3.2498151787496754,21.8530362484074,-26.24870092052148,3.86,1.8,14.0,78.2,-11.0,87.5,2632.0,6.3,745472,686780,502671,680977,571448,691026,663457,666185,676475,54.2,0.049,0.066,0.0,1.0,0.0,0.0,2.0,22,4,Slider,4,0,4,0,0,4,4,0,Standard,Standard,200.0,-0.021,-0.35,76.0,7.5,0.049,0.35,88.0,4,4,0.889,0.889,24,25,25,26,2,1,10.0,1.0,3.0,2.0,2.47,-0.33,-0.33,43.6,69,FF,94.7,Oneil Cruz,78.7086035451705,7.506406326714875,-2.7086035451705044,-0.006406326714874844
SL,2024-04-21,84.6,-1.65,6.2,"Winckowski, Josh",665833,670174,,foul,,,,,14.0,Oneil Cruz called out on strikes.,R,L,R,PIT,BOS,S,,,2,1,2024,0.5,-0.28,0.96,2.61,,,,0,3,Bot,,,,,,,5.082103451568974,-123.2086391140238,-1.4904415348718651,4.108439935750915,24.371401011375088,-34.92913206059736,3.76,1.8,2.0,70.1,-43.0,84.7,2295.0,6.3,745514,657136,622569,665839,666915,678882,677800,680776,608701,54.22,,,,,,,,23,4,Slider,1,2,1,2,2,1,1,2,Infield shade,Standard,71.0,0.0,-0.062,51.4,4.7,,0.062,88.0,-1,-1,0.43,0.43,26,25,26,26,1,0,5.0,1.0,6.0,1.0,3.46,-0.5,0.5,61.4,46,FF,95.1,Oneil Cruz,74.19912779941156,7.262441557174982,-22.799127799411558,-2.5624415571749815
CH,2024-04-03,83.1,-2.29,5.09,"Williams, Trevor",665833,592866,,foul,,,,,13.0,Oneil Cruz strikes out swinging.,R,L,R,WSH,PIT,S,,,2,1,2024,-0.97,-0.23,-0.52,1.34,,,,0,1,Top,,,,,,,6.011622793851613,-120.8445768915875,-1.6356081857273228,-10.725876121155862,24.476662728239237,-34.30549475642232,3.79,1.81,,,,83.6,1547.0,6.7,744869,660688,608336,671277,702358,682928,592696,645302,657041,53.76,,,,,,,,1,4,Changeup,0,0,0,0,0,0,0,0,Infield shade,Standard,258.0,0.0,-0.062,81.3,8.6,,0.062,,0,0,0.5,0.5,32,25,32,26,1,0,,2.0,5.0,1.0,3.55,0.97,-0.97,15.8,91,FF,88.9,Oneil Cruz,74.64176286712822,8.688072823763376,6.6582371328717755,-0.0880728237633761
CH,2024-04-03,82.5,-2.26,5.06,"Williams, Trevor",665833,592866,strikeout,swinging_strike,,,,,13.0,Oneil Cruz strikes out swinging.,R,L,R,WSH,PIT,S,2.0,,2,2,2024,-1.24,-0.31,-0.92,1.63,,,,0,1,Top,,,,,,,5.503099284499128,-120.02995870059216,-0.6897558447964157,-13.058828607166724,23.031933401011894,-35.278570709798636,3.79,1.81,,,,83.2,1395.0,6.7,744869,660688,608336,671277,702358,682928,592696,645302,657041,53.77,,0.0,0.0,1.0,0.0,0.0,,1,5,Changeup,0,0,0,0,0,0,0,0,Infield shade,Standard,258.0,0.022,-0.203,82.1,8.5,,0.203,,0,0,0.5,0.5,32,25,32,26,1,0,,2.0,5.0,1.0,3.66,1.24,-1.24,14.8,91,FF,88.9,Oneil Cruz,73.77108965504932,8.697232185506511,8.328910344950671,-0.19723218550651112
CH,2024-04-03,83.2,-2.1,5.0,"Williams, Trevor",665833,592866,field_out,hit_into_play,,,,,13.0,Oneil Cruz grounds out to first baseman Joey Gallo.,R,L,R,WSH,PIT,X,3.0,ground_ball,1,0,2024,-1.37,-0.2,-0.48,1.4,,642133.0,572191.0,2,2,Top,155.32,166.67,,,,,6.473531035650687,-120.94853043764851,-1.3546774454853825,-14.769471392111448,24.648715371043224,-34.06444757681439,3.79,1.81,6.0,102.4,-15.0,83.7,1502.0,6.8,744869,660688,608336,671277,702358,682928,592696,645302,657041,53.7,0.2,0.226,0.0,1.0,0.0,0.0,2.0,13,2,Changeup,0,2,2,0,2,0,2,0,Standard,Standard,253.0,0.033,-0.488,85.5,8.5,0.201,0.488,102.4,-2,2,0.298,0.702,32,25,32,26,2,1,,2.0,5.0,1.0,3.51,1.37,-1.37,14.9,91,FF,88.9,Oneil Cruz,75.26122074396328,8.645962851707718,10.238779256036722,-0.1459628517077185
FF,2024-04-03,88.4,-2.18,4.95,"Williams, Trevor",665833,592866,field_out,hit_into_play,,,,,2.0,Oneil Cruz flies out sharply to center fielder Eddie Rosario.,R,L,R,WSH,PIT,X,8.0,fly_ball,1,1,2024,-0.12,0.89,0.18,3.38,,,,1,5,Top,111.07,62.02,,,,,6.064552504852163,-128.7104167108677,0.3745661401732071,-2.546364351907764,24.856381956211603,-22.525135969030657,3.79,1.81,341.0,103.0,38.0,89.4,2214.0,6.7,744869,660688,608336,671277,702358,682928,545121,592696,657041,53.8,0.386,0.785,0.0,1.0,0.0,0.0,5.0,39,3,4-Seam Fastball,4,2,2,4,2,4,2,4,Infield shade,Standard,199.0,0.019,-0.154,77.5,7.0,1.507,0.154,103.0,2,-2,0.789,0.211,32,25,32,26,3,2,,2.0,5.0,1.0,2.01,0.12,-0.12,16.9,91,FF,88.9,Oneil Cruz,76.31701102039399,6.678132980383537,1.1829889796060087,0.32186701961646325
FF,2024-08-17,95.9,-2.09,5.15,"Castillo, Luis",665833,622491,,foul,,,,,4.0,"Oneil Cruz grounds out, second baseman Jorge Polanco to first baseman Justin Turner.",R,L,R,PIT,SEA,S,,,0,0,2024,-0.92,1.0,-0.66,3.21,,,,0,1,Bot,,,,,,,5.749292733116887,-139.4997188210266,-1.7076319369681483,-13.35127552914378,35.220242084942264,-19.096096909854,3.85,1.81,,,,93.8,2169.0,5.4,745463,641598,457759,593871,664238,660844,668227,645302,571745,55.12,,,,,,,,7,1,4-Seam Fastball,1,0,1,0,0,1,1,0,Infield shade,Standard,240.0,0.0,-0.033,82.8,8.0,,0.033,,1,1,0.649,0.649,31,25,32,26,1,0,6.0,1.0,6.0,1.0,1.51,0.92,-0.92,23.1,103,FF,95.6,Oneil Cruz,76.91159179855379,6.7982700140022745,5.888408201446211,1.2017299859977255
CH,2024-08-17,89.2,-2.12,4.85,"Castillo, Luis",665833,622491,,swinging_strike,,,,,7.0,"Oneil Cruz grounds out, second baseman Jorge Polanco to first baseman Justin Turner.",R,L,R,PIT,SEA,S,,,0,1,2024,-1.39,0.0,-0.48,1.76,,,,0,1,Bot,,,,,,,6.862350800514552,-129.5881850738815,-1.4567251171290725,-17.165750153420976,30.633289751706492,-32.08614952805361,3.85,1.81,,,,87.5,2055.0,5.6,745463,641598,457759,593871,664238,660844,668227,645302,571745,54.88,,,,,,,,7,2,Changeup,1,0,1,0,0,1,1,0,Infield shade,Standard,266.0,0.0,-0.049,84.8,8.5,,0.049,,1,1,0.649,0.649,31,25,32,26,1,0,6.0,1.0,6.0,1.0,2.91,1.39,-1.39,9.3,103,FF,95.6,Oneil Cruz,79.79330851390787,8.436912163300262,5.006691486092123,0.06308783669973828
FF,2024-08-17,96.3,-2.06,5.06,"Castillo, Luis",665833,622491,,foul,,,,,5.0,"Oneil Cruz grounds out, second baseman Jorge Polanco to first baseman Justin Turner.",R,L,R,PIT,SEA,S,,,1,2,2024,-1.3,0.82,-0.13,2.93,,,,0,1,Bot,,,,,,,7.942377001470396,-140.04649530864558,-1.8971557207116707,-18.921978626197305,33.3621287797882,-21.17626897237381,3.85,1.81,217.0,72.8,29.0,94.7,2130.0,5.5,745463,641598,457759,593871,664238,660844,668227,645302,571745,54.96,,,,,,,,7,4,4-Seam Fastball,1,0,1,0,0,1,1,0,Infield shade,Standard,242.0,0.0,0.0,79.5,6.2,,0.0,88.0,1,1,0.649,0.649,31,25,32,26,1,0,6.0,1.0,6.0,1.0,1.65,1.3,-1.3,14.7,103,FF,95.6,Oneil Cruz,80.26217411525526,7.010107157063832,-0.762174115255263,-0.8101071570638316
CH,2024-08-17,89.6,-2.03,4.82,"Castillo, Luis",665833,622491,field_out,hit_into_play,,,,,13.0,"Oneil Cruz grounds out, second baseman Jorge Polanco to first baseman Justin Turner.",R,L,R,PIT,SEA,X,4.0,ground_ball,1,2,2024,-1.47,0.04,-0.05,1.65,,,,0,1,Bot,158.23,145.75,,,,,7.874564469198955,-130.20452763808674,-1.8966478408733165,-18.341653966360163,27.58237818864821,-31.55593306866059,3.85,1.81,15.0,107.7,-6.0,88.4,1988.0,5.6,745463,641598,457759,593871,664238,660844,668227,645302,571745,54.86,0.386,0.381,0.0,1.0,0.0,0.0,2.0,7,5,Changeup,1,0,1,0,0,1,1,0,Infield shade,Standard,265.0,-0.019,-0.167,71.0,7.3,0.4,0.167,107.7,1,1,0.649,0.649,31,25,32,26,1,0,6.0,1.0,6.0,1.0,2.81,1.47,-1.47,11.8,103,FF,95.6,Oneil Cruz,79.19768383902584,8.39724781163423,-8.197683839025842,-1.0972478116342304
CH,2024-08-17,88.1,-2.01,4.8,"Castillo, Luis",665833,622491,,swinging_strike,,,,,13.0,Oneil Cruz walks.,R,L,R,PIT,SEA,S,,,0,1,2024,-1.24,0.23,-0.49,1.08,,,,0,4,Bot,,,,,,,6.125254112859063,-128.07820972345584,-3.321138349374424,-14.92248636423053,28.025383543079883,-29.111156487409705,3.85,1.81,,,,86.3,1825.0,5.3,745463,641598,457759,593871,664238,660844,668227,645302,571745,55.19,,,,,,,,29,2,Changeup,1,1,1,1,1,1,1,1,Infield shade,Standard,262.0,0.0,-0.049,80.6,8.9,,0.049,,0,0,0.559,0.559,31,25,32,26,2,1,6.0,1.0,6.0,1.0,2.72,1.24,-1.24,10.5,103,FF,95.6,Oneil Cruz,75.92020013067852,8.785129937207543,4.679799869321471,0.11487006279245726
FF,2024-08-17,96.0,-2.07,4.99,"Castillo, Luis",665833,622491,,foul,,,,,5.0,Oneil Cruz walks.,R,L,R,PIT,SEA,S,,,0,2,2024,-1.05,0.9,0.19,3.16,,,,0,4,Bot,,,,,,,8.189100103301481,-139.663173996354,-1.2905608158468955,-15.564835539894643,31.68470940710693,-20.298501216686965,3.85,1.81,209.0,80.1,58.0,94.4,2054.0,5.4,745463,641598,457759,593871,664238,660844,668227,645302,571745,55.14,,,,,,,,29,3,4-Seam Fastball,1,1,1,1,1,1,1,1,Infield shade,Standard,246.0,0.0,0.0,73.1,6.2,,0.0,88.0,0,0,0.559,0.559,31,25,32,26,2,1,6.0,1.0,6.0,1.0,1.57,1.05,-1.05,18.2,103,FF,95.6,Oneil Cruz,78.47576040222573,6.651501912255864,-5.375760402225737,-0.4515019122558641
FF,2024-08-17,97.0,-2.02,5.03,"Castillo, Luis",665833,622491,,foul,,,,,3.0,Oneil Cruz walks.,R,L,R,PIT,SEA,S,,,2,2,2024,-0.85,0.7,0.54,3.48,,,,0,4,Bot,,,,,,,8.627049792720499,-141.21615804761126,-0.2684026473559668,-13.134688621620649,27.70818550616694,-22.86262338475762,3.85,1.81,234.0,72.4,32.0,95.9,1990.0,5.3,745463,641598,457759,593871,664238,660844,668227,645302,571745,55.18,,,,,,,,29,6,4-Seam Fastball,1,1,1,1,1,1,1,1,Infield shade,Standard,242.0,0.0,0.0,76.0,5.7,,0.0,88.0,0,0,0.559,0.559,31,25,32,26,2,1,6.0,1.0,6.0,1.0,1.69,0.85,-0.85,14.1,103,FF,95.6,Oneil Cruz,77.0596140942871,6.0340366003106345,-1.0596140942870989,-0.3340366003106343
CH,2024-08-17,89.1,-1.99,4.81,"Castillo, Luis",665833,622491,,foul,,,,,7.0,Oneil Cruz walks.,R,L,R,PIT,SEA,S,,,3,2,2024,-1.29,-0.04,-0.56,1.92,,,,0,4,Bot,,,,,,,6.108766602840925,-129.79327052690496,-1.070295592816538,-15.846103101746342,24.46370691921705,-32.61407147317559,3.85,1.81,,,,88.2,1810.0,5.4,745463,641598,457759,593871,664238,660844,668227,645302,571745,55.07,,,,,,,,29,8,Changeup,1,1,1,1,1,1,1,1,Infield shade,Standard,265.0,0.0,0.0,73.8,8.1,,0.0,,0,0,0.559,0.559,31,25,32,26,2,1,6.0,1.0,6.0,1.0,2.88,1.29,-1.29,12.1,103,FF,95.6,Oneil Cruz,79.53201103734362,8.37998300609307,-5.732011037343625,-0.2799830060930706
CH,2024-08-17,88.7,-1.88,4.82,"Castillo, Luis",665833,622491,strikeout,swinging_strike,,,,,13.0,Oneil Cruz strikes out swinging.,R,L,R,PIT,SEA,S,2.0,,2,2,2024,-1.33,-0.08,-1.17,1.66,669707.0,,643396.0,2,5,Bot,,,,,,,4.469061194360018,-129.20312771811405,-1.5656758372151045,-15.812238567818476,25.598421609638017,-32.94790204068013,3.85,1.81,,,,88.4,1806.0,6.0,745463,641598,457759,593871,664238,660844,668227,645302,670042,54.54,,0.0,0.0,1.0,0.0,0.0,,43,5,Changeup,3,2,3,2,2,3,3,2,Infield shade,Standard,264.0,-0.047,-0.399,80.1,8.4,,0.399,,1,1,0.714,0.714,31,25,32,26,3,2,6.0,1.0,6.0,1.0,2.96,1.33,-1.33,10.4,103,FF,95.6,Oneil Cruz,75.62729636754617,8.742683536157575,4.472703632453829,-0.3426835361575744
FF,2024-09-14,93.3,-1.53,6.72,"Wacha, Michael",665833,608379,,foul,,,,,6.0,Oneil Cruz strikes out swinging.,R,L,R,PIT,KC,S,,,1,1,2024,-0.41,1.61,0.3,2.97,,,668804.0,1,1,Bot,,,,,,,5.655003419096846,-135.6593434843283,-7.537802730152451,-6.215455447330383,27.288505010987127,-10.783883298903003,3.83,1.8,167.0,61.8,41.0,94.4,2177.0,6.8,745448,666023,521692,686681,672580,677951,669004,664728,624428,53.68,,,,,,,,7,3,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shade,Standard,202.0,0.0,-0.069,76.3,6.4,,0.069,88.0,-1,-1,0.445,0.445,32,25,33,26,1,0,6.0,1.0,6.0,1.0,0.99,0.41,-0.41,54.7,93,FF,93.6,Oneil Cruz,80.32091785433961,6.85238063998952,-4.020917854339615,-0.45238063998951983
CH,2024-09-14,81.1,-1.53,6.64,"Wacha, Michael",665833,608379,strikeout,swinging_strike,,,,,9.0,Oneil Cruz strikes out swinging.,R,L,R,PIT,KC,S,2.0,,1,2,2024,-0.93,0.46,0.44,1.71,,,668804.0,1,1,Bot,,,,,,,6.257511617195616,-117.98135509950204,-5.404605349018002,-9.800015998658848,18.90971815291803,-27.127316755561015,3.83,1.8,,,,82.5,1568.0,6.9,745448,666023,521692,686681,672580,677951,669004,664728,624428,53.62,,0.0,0.0,1.0,0.0,0.0,,7,4,Changeup,0,1,0,1,1,0,0,1,Infield shade,Standard,240.0,-0.029,-0.214,74.9,8.4,,0.214,,-1,-1,0.445,0.445,32,25,33,26,1,0,6.0,1.0,6.0,1.0,2.97,0.93,-0.93,55.8,93,FF,93.6,Oneil Cruz,77.54071477517827,8.250487896728073,-2.6407147751782674,0.14951210327192754
CH,2024-09-14,80.4,-1.8,6.65,"Wacha, Michael",665833,608379,,swinging_strike,,,,,2.0,Oneil Cruz called out on strikes.,R,L,R,PIT,KC,S,,,0,1,2024,-1.0,0.91,-0.26,3.22,669707.0,,668804.0,2,3,Bot,,,,,,,5.361832988449428,-116.9960634111763,-2.6934027489171832,-10.159238257063503,21.058987449288193,-23.474969145300182,3.82,1.8,,,,81.2,1658.0,6.7,745448,666023,521692,686681,672580,677951,669004,664728,624428,53.75,,,,,,,,24,2,Changeup,0,1,0,1,1,0,0,1,Standard,Standard,245.0,0.0,-0.138,87.3,8.9,,0.138,,-1,-1,0.43,0.43,32,25,33,26,2,1,6.0,1.0,6.0,1.0,2.6,1.0,-1.0,53.6,93,FF,93.6,Oneil Cruz,73.73101928527642,7.1846087335636275,13.56898071472358,1.7153912664363729
CH,2024-09-14,81.5,-1.66,6.52,"Wacha, Michael",665833,608379,,foul,,,,,8.0,Oneil Cruz called out on strikes.,R,L,R,PIT,KC,S,,,1,2,2024,-0.88,0.93,0.16,2.05,669707.0,,668804.0,2,3,Bot,,,,,,,5.803573479612624,-118.41785210493686,-5.191581670469406,-9.435952224477624,24.31615893547673,-22.57012775251794,3.82,1.8,93.0,65.8,79.0,81.6,1641.0,6.6,745448,666023,521692,686681,672580,677951,669004,664728,624428,53.87,,,,,,,,24,4,Changeup,0,1,0,1,1,0,0,1,Standard,Standard,235.0,0.0,0.0,71.1,8.7,,0.0,88.0,-1,-1,0.43,0.43,32,25,33,26,2,1,6.0,1.0,6.0,1.0,2.53,0.88,-0.88,52.9,93,FF,93.6,Oneil Cruz,77.78757066373294,8.31212755622315,-6.6875706637329415,0.3878724437768497
FC,2024-09-14,90.5,-2.03,6.26,"Wacha, Michael",665833,608379,,foul,,,,,4.0,Oneil Cruz singles on a sharp ground ball to center fielder Kyle Isbel.   Jared Triolo scores.    Isiah Kiner-Falefa to 3rd.,R,L,R,PIT,KC,S,,,0,0,2024,0.1,0.58,-0.44,3.17,,669707.0,643396.0,2,5,Bot,,,,,,,3.806059915998336,-131.86141325028177,-3.130821386544806,0.4727117092175912,25.195450574820267,-24.902459286740633,3.82,1.8,181.0,76.5,61.0,91.8,1945.0,6.8,745448,666023,521692,686681,672580,677951,669004,664728,624428,53.71,,,,,,,,42,1,Cutter,0,3,0,3,3,0,0,3,Strategic,Standard,191.0,0.0,-0.077,78.5,6.9,,0.077,88.0,-3,-3,0.175,0.175,32,25,33,26,3,2,6.0,1.0,6.0,1.0,2.17,-0.1,0.1,47.1,93,FF,93.6,Oneil Cruz,78.0673893832011,6.789216850683015,0.4326106167988968,0.11078314931698507
FF,2024-09-14,96.7,-1.53,6.48,"Wacha, Michael",665833,608379,single,hit_into_play,,,,,1.0,Oneil Cruz singles on a sharp ground ball to center fielder Kyle Isbel.   Jared Triolo scores.    Isiah Kiner-Falefa to 3rd.,R,L,R,PIT,KC,X,8.0,ground_ball,0,1,2024,-0.66,1.58,-0.64,3.4,,669707.0,643396.0,2,5,Bot,135.97,96.23,,,,,3.9144409076373377,-140.76714257535747,-6.321725262557528,-9.650653248722753,30.697242253389373,-9.896964681148246,3.82,1.8,73.0,117.5,1.0,97.5,2051.0,6.6,745448,666023,521692,686681,672580,677951,669004,664728,624428,53.87,0.614,0.579,0.9,1.0,1.0,0.0,4.0,42,2,4-Seam Fastball,0,3,0,3,3,1,1,3,Standard,Standard,203.0,0.102,0.975,79.8,7.1,0.694,-0.975,117.5,-3,-3,0.175,0.175,32,25,33,26,3,2,6.0,1.0,6.0,1.0,0.85,0.66,-0.66,55.7,93,FF,93.6,Oneil Cruz,73.84353866676085,6.315184938500672,5.956461333239147,0.7848150614993274
